m²	वर्ग मीटर
m²	वर्गमीटर
cm²	वर्ग सेंटीमीटर
cm²	वर्गसेंटीमीटर
mm²	वर्ग मिलीमीटर
mm²	वर्गमिलीमीटर
km²	वर्ग किलोमीटर
km²	वर्गकिलोमीटर
 ft²	वर्ग फुट
 ft²	वर्गफुट
yd²	वर्ग यार्ड
yd²	वर्गयार्ड
ha	हेक्टेयर
ac	एकड़
	गज
