m³	क्यूबिक मीटर
m³	क्यूबिकमीटर
cm³	क्यूबिक सेंटीमीटर
cm³	क्यूबिकसेंटीमीटर
mm³	क्यूबिक मिलीमीटर
mm³	क्यूबिकमिलीमीटर
L	लीटर
ml	मिलीलीटर
ml	मिली लीटर
in³	घन इंच
in³	घनइंच
ft³	घन फुट
ft³	घनफुट
yd³	घन यार्ड
yd³	घनयार्ड
qt	क्वार्ट
gal	गैलन
pt	पिंट
